"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-NS","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-NS","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Number of Scans","Cer-NS","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Max Intensity","Cer-NS","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Average m/z","Cer-NS","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-NS","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment"
"","Cer-NS(d21:2/36:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d21:2/36:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d21:2/36:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d21:2/36:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d21:2/36:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d21:2/36:1)-H","854.8329","824.8224","822.8067","806.8118","574.5563","558.5614","303.2693","532.5463","277.2537","515.5197","13.114903030303","13.414903030303","4035"
"","Cer-NS(d21:3/36:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d21:3/36:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d21:3/36:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d21:3/36:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d21:3/36:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d21:3/36:0)-H","854.8329","824.8224","822.8067","806.8118","576.572","560.577","301.2537","534.562","275.238","517.5354","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d21:3/36:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d21:3/36:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d21:3/36:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d21:3/36:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d21:3/36:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d21:3/36:0)-H","854.8329","824.8224","822.8067","806.8118","576.572","560.577","301.2537","534.562","275.238","517.5354","13.114903030303","13.414903030303","4035"
"","Cer-NS(d22:2/35:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d22:2/35:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d22:2/35:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d22:2/35:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d22:2/35:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d22:2/35:1)-H","854.8329","824.8224","822.8067","806.8118","560.5406","544.5458","317.285","518.5306","291.2693","501.5041","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d22:2/35:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d22:2/35:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d22:2/35:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d22:2/35:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d22:2/35:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d22:2/35:1)-H","854.8329","824.8224","822.8067","806.8118","560.5406","544.5458","317.285","518.5306","291.2693","501.5041","13.114903030303","13.414903030303","4035"
"","Cer-NS(d22:3/35:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d22:3/35:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d22:3/35:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d22:3/35:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d22:3/35:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d22:3/35:0)-H","854.8329","824.8224","822.8067","806.8118","562.5563","546.5614","315.2693","520.5463","289.2537","503.5197","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d22:3/35:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d22:3/35:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d22:3/35:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d22:3/35:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d22:3/35:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d22:3/35:0)-H","854.8329","824.8224","822.8067","806.8118","562.5563","546.5614","315.2693","520.5463","289.2537","503.5197","13.114903030303","13.414903030303","4035"
"","Cer-NS(d23:1/34:2)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d23:1/34:2)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d23:1/34:2)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d23:1/34:2)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d23:1/34:2)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d23:1/34:2)-H","854.8329","824.8224","822.8067","806.8118","544.5094","528.5145","333.3163","502.4993","307.3006","485.4728","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d23:1/34:2)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d23:1/34:2)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d23:1/34:2)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d23:1/34:2)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d23:1/34:2)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d23:1/34:2)-H","854.8329","824.8224","822.8067","806.8118","544.5094","528.5145","333.3163","502.4993","307.3006","485.4728","13.114903030303","13.414903030303","4035"
"","Cer-NS(d23:2/34:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d23:2/34:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d23:2/34:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d23:2/34:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d23:2/34:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d23:2/34:1)-H","854.8329","824.8224","822.8067","806.8118","546.525","530.5301","331.3006","504.515","305.285","487.4884","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d23:2/34:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d23:2/34:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d23:2/34:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d23:2/34:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d23:2/34:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d23:2/34:1)-H","854.8329","824.8224","822.8067","806.8118","546.525","530.5301","331.3006","504.515","305.285","487.4884","13.114903030303","13.414903030303","4035"
"","Cer-NS(d23:3/34:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d23:3/34:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d23:3/34:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d23:3/34:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d23:3/34:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d23:3/34:0)-H","854.8329","824.8224","822.8067","806.8118","548.5406","532.5458","329.285","506.5306","303.2693","489.5041","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d23:3/34:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d23:3/34:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d23:3/34:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d23:3/34:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d23:3/34:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d23:3/34:0)-H","854.8329","824.8224","822.8067","806.8118","548.5406","532.5458","329.285","506.5306","303.2693","489.5041","13.114903030303","13.414903030303","4035"
"","Cer-NS(d24:2/33:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d24:2/33:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d24:2/33:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d24:2/33:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d24:2/33:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d24:2/33:1)-H","854.8329","824.8224","822.8067","806.8118","532.5094","516.5145","345.3163","490.4993","319.3006","473.4728","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d24:2/33:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d24:2/33:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d24:2/33:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d24:2/33:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d24:2/33:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d24:2/33:1)-H","854.8329","824.8224","822.8067","806.8118","532.5094","516.5145","345.3163","490.4993","319.3006","473.4728","13.114903030303","13.414903030303","4035"
"","Cer-NS(d24:3/33:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d24:3/33:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d24:3/33:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d24:3/33:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d24:3/33:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d24:3/33:0)-H","854.8329","824.8224","822.8067","806.8118","534.525","518.5301","343.3006","492.515","317.285","475.4884","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d24:3/33:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d24:3/33:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d24:3/33:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d24:3/33:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d24:3/33:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d24:3/33:0)-H","854.8329","824.8224","822.8067","806.8118","534.525","518.5301","343.3006","492.515","317.285","475.4884","13.114903030303","13.414903030303","4035"
"","Cer-NS(d25:1/32:2)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d25:1/32:2)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d25:1/32:2)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d25:1/32:2)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d25:1/32:2)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d25:1/32:2)-H","854.8329","824.8224","822.8067","806.8118","516.4781","500.4832","361.3476","474.468","335.3319","457.4415","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d25:1/32:2)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d25:1/32:2)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d25:1/32:2)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d25:1/32:2)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d25:1/32:2)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d25:1/32:2)-H","854.8329","824.8224","822.8067","806.8118","516.4781","500.4832","361.3476","474.468","335.3319","457.4415","13.114903030303","13.414903030303","4035"
"","Cer-NS(d25:2/32:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d25:2/32:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d25:2/32:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d25:2/32:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d25:2/32:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d25:2/32:1)-H","854.8329","824.8224","822.8067","806.8118","518.4937","502.4988","359.3319","476.4837","333.3163","459.4572","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d25:2/32:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d25:2/32:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d25:2/32:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d25:2/32:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d25:2/32:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d25:2/32:1)-H","854.8329","824.8224","822.8067","806.8118","518.4937","502.4988","359.3319","476.4837","333.3163","459.4572","13.114903030303","13.414903030303","4035"
"","Cer-NS(d25:3/32:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d25:3/32:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d25:3/32:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d25:3/32:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d25:3/32:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d25:3/32:0)-H","854.8329","824.8224","822.8067","806.8118","520.5094","504.5144","357.3163","478.4993","331.3006","461.4728","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d25:3/32:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d25:3/32:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d25:3/32:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d25:3/32:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d25:3/32:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d25:3/32:0)-H","854.8329","824.8224","822.8067","806.8118","520.5094","504.5144","357.3163","478.4993","331.3006","461.4728","13.114903030303","13.414903030303","4035"
