"MSDIAL_EtherLPC","[M+HCOO]-","1","2","3","4"
"MSDIAL_LPC O-2:0;[M+HCOO]-;CCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;CJPBBYQNGXYPEB-UHFFFAOYNA-N;C10H24NO6P","330.13233","270.1107","181.0271","78.95906","168.0431"
"MSDIAL_LPC O-3:0;[M+HCOO]-;CCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;IVFFQHYEKDTEHH-UHFFFAOYNA-N;C11H26NO6P","344.14798","284.1263","195.0428","78.95906","168.0431"
"MSDIAL_LPC O-4:0;[M+HCOO]-;CCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;KHHYHUBAHZRKET-UHFFFAOYNA-N;C12H28NO6P","358.16363","298.1419","209.0584","78.95906","168.0431"
"MSDIAL_LPC O-5:0;[M+HCOO]-;CCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;FBCWZRYNKHOPFU-UHFFFAOYNA-N;C13H30NO6P","372.17928","312.1576","223.0741","78.95906","168.0431"
"MSDIAL_LPC O-6:0;[M+HCOO]-;CCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;LLDGXUKSPUPSLV-UHFFFAOYNA-N;C14H32NO6P","386.19493","326.1732","237.0897","78.95906","168.0431"
"MSDIAL_LPC O-7:0;[M+HCOO]-;CCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;HQNZFLMLVOKUEE-UHFFFAOYNA-N;C15H34NO6P","400.21058","340.1889","251.1054","78.95906","168.0431"
"MSDIAL_LPC O-8:0;[M+HCOO]-;CCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;QLGPKQHZDZGXLA-UHFFFAOYNA-N;C16H36NO6P","414.22623","354.2046","265.121","78.95906","168.0431"
"MSDIAL_LPC O-9:0;[M+HCOO]-;CCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;RKYLFHDDAKXESE-UHFFFAOYNA-N;C17H38NO6P","428.24188","368.2202","279.1367","78.95906","168.0431"
"MSDIAL_LPC O-10:0;[M+HCOO]-;CCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;ZZHOJTIIWHVSBP-UHFFFAOYNA-N;C18H40NO6P","442.25753","382.2358","293.1523","78.95906","168.0431"
"MSDIAL_LPC O-11:0;[M+HCOO]-;CCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;ROQPOGHZQQZQAN-UHFFFAOYNA-N;C19H42NO6P","456.27318","396.2515","307.168","78.95906","168.0431"
"MSDIAL_LPC O-12:0;[M+HCOO]-;CCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;URUYDXJUCOUNCY-UHFFFAOYNA-N;C20H44NO6P","470.28883","410.2672","321.1836","78.95906","168.0431"
"MSDIAL_LPC O-13:0;[M+HCOO]-;CCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;XYSHEKHOQYVMLW-UHFFFAOYNA-N;C21H46NO6P","484.30448","424.2828","335.1993","78.95906","168.0431"
"MSDIAL_LPC O-13:1;[M+HCOO]-;CCC\C=C/CCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;YOJDHFGTOIRORN-FPLPWBNLNA-N;C21H44NO6P","482.28883","422.2672","333.1836","78.95906","168.0431"
"MSDIAL_LPC O-14:0;[M+HCOO]-;CCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;MBRLTZVQXZDRBC-UHFFFAOYNA-N;C22H48NO6P","498.32013","438.2985","349.2149","78.95906","168.0431"
"MSDIAL_LPC O-14:1;[M+HCOO]-;CCCC\C=C/CCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;ZOKMUPRFGLIBOB-HJWRWDBZNA-N;C22H46NO6P","496.30448","436.2828","347.1993","78.95906","168.0431"
"MSDIAL_LPC O-15:0;[M+HCOO]-;CCCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;PPXKEQMZYFQYCJ-UHFFFAOYNA-N;C23H50NO6P","512.33578","452.3141","363.2306","78.95906","168.0431"
"MSDIAL_LPC O-15:1;[M+HCOO]-;CCCCC\C=C/CCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;RFGSSXKBIXLAHJ-KTKRTIGZNA-N;C23H48NO6P","510.32013","450.2985","361.2149","78.95906","168.0431"
"MSDIAL_LPC O-16:0;[M+HCOO]-;CCCCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;VLBPIWYTPAXCFJ-UHFFFAOYNA-N;C24H52NO6P","526.35143","466.3297","377.2462","78.95906","168.0431"
"MSDIAL_LPC O-16:1;[M+HCOO]-;CCCCCC\C=C/CCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;PLQWZMJRHVARFU-KHPPLWFENA-N;C24H50NO6P","524.33578","464.3141","375.2306","78.95906","168.0431"
"MSDIAL_LPC O-16:2;[M+HCOO]-;CCC\C=C/C\C=C/CCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;GKZBGTBDMLFIEV-NQLNTKRDNA-N;C24H48NO6P","522.32013","462.2985","373.2149","78.95906","168.0431"
"MSDIAL_LPC O-16:3;[M+HCOO]-;CC\C=C/C\C=C/C\C=C/CCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;RVERNDUNLIDEIZ-QNEBEIHSNA-N;C24H46NO6P","520.30448","460.2828","371.1993","78.95906","168.0431"
"MSDIAL_LPC O-16:4;[M+HCOO]-;CC\C=C/C\C=C/C\C=C/C\C=C/CCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;NMMCJAOUKORQEV-DOFZRALJNA-N;C24H44NO6P","518.28883","458.2672","369.1836","78.95906","168.0431"
"MSDIAL_LPC O-17:0;[M+HCOO]-;CCCCCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;HQRBTQCLRRUGMR-UHFFFAOYNA-N;C25H54NO6P","540.36708","480.3454","391.2619","78.95906","168.0431"
"MSDIAL_LPC O-17:1;[M+HCOO]-;CCCCCCC\C=C/CCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;AIQKMAPJIWWYJU-QXMHVHEDNA-N;C25H52NO6P","538.35143","478.3297","389.2462","78.95906","168.0431"
"MSDIAL_LPC O-17:2;[M+HCOO]-;CCCC\C=C/C\C=C/CCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;BLXWEWWMBOBOBD-MURFETPANA-N;C25H50NO6P","536.33578","476.3141","387.2306","78.95906","168.0431"
"MSDIAL_LPC O-18:0;[M+HCOO]-;CCCCCCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;XKBJVQHMEXMFDZ-UHFFFAOYNA-N;C26H56NO6P","554.38273","494.3611","405.2775","78.95906","168.0431"
"MSDIAL_LPC O-18:1;[M+HCOO]-;CCCCCCCC\C=C/CCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;XWYSLMAMRKYUFH-SEYXRHQNNA-N;C26H54NO6P","552.36708","492.3454","403.2619","78.95906","168.0431"
"MSDIAL_LPC O-18:2;[M+HCOO]-;CCCCC\C=C/C\C=C/CCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;VUODGUFFBSVRDR-UTJQPWESNA-N;C26H52NO6P","550.35143","490.3297","401.2462","78.95906","168.0431"
"MSDIAL_LPC O-18:3;[M+HCOO]-;CC\C=C/C\C=C/C\C=C/CCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;LUCVKWZRSAKNBV-QNEBEIHSNA-N;C26H50NO6P","548.33578","488.3141","399.2306","78.95906","168.0431"
"MSDIAL_LPC O-18:4;[M+HCOO]-;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;DRYGTPZUDVGRHS-DOFZRALJNA-N;C26H48NO6P","546.32013","486.2985","397.2149","78.95906","168.0431"
"MSDIAL_LPC O-18:5;[M+HCOO]-;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;BAAQMDVCICBIFI-WMPRHZDHNA-N;C26H46NO6P","544.30448","484.2828","395.1993","78.95906","168.0431"
"MSDIAL_LPC O-19:0;[M+HCOO]-;CCCCCCCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;XPESREFDQRQDRB-UHFFFAOYNA-N;C27H58NO6P","568.39838","508.3767","419.2932","78.95906","168.0431"
"MSDIAL_LPC O-19:1;[M+HCOO]-;CCCCCCCCC\C=C/CCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;GIHUINYOAININA-YPKPFQOONA-N;C27H56NO6P","566.38273","506.3611","417.2775","78.95906","168.0431"
"MSDIAL_LPC O-19:2;[M+HCOO]-;CCCCCC\C=C/C\C=C/CCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;HFBNOMICPHIRHP-XVTLYKPTNA-N;C27H54NO6P","564.36708","504.3454","415.2619","78.95906","168.0431"
"MSDIAL_LPC O-20:0;[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;GZGHIJOEOOMFMM-UHFFFAOYNA-N;C28H60NO6P","582.41403","522.3923","433.3088","78.95906","168.0431"
"MSDIAL_LPC O-20:1;[M+HCOO]-;CCCCCCCC\C=C/CCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;COFYPCHRMVFZHB-SEYXRHQNNA-N;C28H58NO6P","580.39838","520.3767","431.2932","78.95906","168.0431"
"MSDIAL_LPC O-20:2;[M+HCOO]-;CCCCC\C=C/C\C=C/CCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;ZYUSQIZOBGSNEP-UTJQPWESNA-N;C28H56NO6P","578.38273","518.361","429.2775","78.95906","168.0431"
"MSDIAL_LPC O-20:3;[M+HCOO]-;CC\C=C/C\C=C/C\C=C/CCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;SOHQAVWHDKNCBT-QNEBEIHSNA-N;C28H54NO6P","576.36708","516.3454","427.2619","78.95906","168.0431"
"MSDIAL_LPC O-20:4;[M+HCOO]-;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;OSEQVDRUIKKGKD-DOFZRALJNA-N;C28H52NO6P","574.35143","514.3298","425.2462","78.95906","168.0431"
"MSDIAL_LPC O-20:5;[M+HCOO]-;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;KGYGCSNPKDYFID-WMPRHZDHNA-N;C28H50NO6P","572.33578","512.3141","423.2306","78.95906","168.0431"
"MSDIAL_LPC O-21:0;[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;PXSKGSCFCGUXDQ-UHFFFAOYNA-N;C29H62NO6P","596.42968","536.408","447.3245","78.95906","168.0431"
"MSDIAL_LPC O-21:1;[M+HCOO]-;CCCCCCCCC\C=C/CCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;MMIWWAQPJFGOGQ-YPKPFQOONA-N;C29H60NO6P","594.41403","534.3923","445.3088","78.95906","168.0431"
"MSDIAL_LPC O-21:2;[M+HCOO]-;CCCCCC\C=C/C\C=C/CCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;YIHZZQFVGYUWST-XVTLYKPTNA-N;C29H58NO6P","592.39838","532.3767","443.2932","78.95906","168.0431"
"MSDIAL_LPC O-22:0;[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;XFOSVRQLSZRDHZ-UHFFFAOYNA-N;C30H64NO6P","610.44533","550.4236","461.3401","78.95906","168.0431"
"MSDIAL_LPC O-22:1;[M+HCOO]-;CCCCCCCC\C=C/CCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;UCVNAFBEVWCUSK-SEYXRHQNNA-N;C30H62NO6P","608.42968","548.408","459.3245","78.95906","168.0431"
"MSDIAL_LPC O-22:2;[M+HCOO]-;CCCCC\C=C/C\C=C/CCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;QGINLRUDNJGELR-UTJQPWESNA-N;C30H60NO6P","606.41403","546.3923","457.3088","78.95906","168.0431"
"MSDIAL_LPC O-22:3;[M+HCOO]-;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;RDMYDPPZMPMBDZ-YOILPLPUNA-N;C30H58NO6P","604.39838","544.3767","455.2932","78.95906","168.0431"
"MSDIAL_LPC O-22:4;[M+HCOO]-;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;TVDYNZHOJRXXMW-DOFZRALJNA-N;C30H56NO6P","602.38273","542.361","453.2775","78.95906","168.0431"
"MSDIAL_LPC O-22:5;[M+HCOO]-;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;IDKYKOMLSWGJRL-WMPRHZDHNA-N;C30H54NO6P","600.36708","540.3454","451.2619","78.95906","168.0431"
"MSDIAL_LPC O-22:6;[M+HCOO]-;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;DXJSBZBITNCNCE-WSDBEMKQNA-N;C30H52NO6P","598.35143","538.3298","449.2462","78.95906","168.0431"
"MSDIAL_LPC O-23:0;[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;GPWADIGQMZOWOB-UHFFFAOYNA-N;C31H66NO6P","624.46098","564.4393","475.3558","78.95906","168.0431"
"MSDIAL_LPC O-24:0;[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;GOHRUNJZWITRRS-UHFFFAOYNA-N;C32H68NO6P","638.47663","578.455","489.3714","78.95906","168.0431"
"MSDIAL_LPC O-24:1;[M+HCOO]-;CCCCCCCCCC\C=C/CCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;LANVDNZVFGFCTB-PFONDFGANA-N;C32H66NO6P","636.46098","576.4393","487.3558","78.95906","168.0431"
"MSDIAL_LPC O-24:2;[M+HCOO]-;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;WTGZTYQZOYYDKH-HDXUUTQWNA-N;C32H64NO6P","634.44533","574.4236","485.3401","78.95906","168.0431"
"MSDIAL_LPC O-24:4;[M+HCOO]-;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;NANGOQLJGWWOKE-DOFZRALJNA-N;C32H60NO6P","630.41403","570.3923","481.3088","78.95906","168.0431"
"MSDIAL_LPC O-25:0;[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;LFXPJYHYDYLSRP-UHFFFAOYNA-N;C33H70NO6P","652.49228","592.4706","503.3871","78.95906","168.0431"
"MSDIAL_LPC O-26:0;[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;MKRWDLDOSYEWFK-UHFFFAOYNA-N;C34H72NO6P","666.50793","606.4863","517.4027","78.95906","168.0431"
"MSDIAL_LPC O-26:1;[M+HCOO]-;CCCCCCCCCC\C=C/CCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;PVHMFSYIVUVMEW-PFONDFGANA-N;C34H70NO6P","664.49228","604.4706","515.3871","78.95906","168.0431"
"MSDIAL_LPC O-26:2;[M+HCOO]-;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;MKEIMBODQKBFBI-HDXUUTQWNA-N;C34H68NO6P","662.47663","602.455","513.3715","78.95906","168.0431"
"MSDIAL_LPC O-26:4;[M+HCOO]-;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;KLYWKXSJQRAPAS-DOFZRALJNA-N;C34H64NO6P","658.44533","598.4236","509.3401","78.95906","168.0431"
"MSDIAL_LPC O-27:0;[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCCCCCOCC(O)COP([O-])(=O)OCC[N+](C)(C)C;MTVCNITZZVQNGN-UHFFFAOYNA-N;C35H74NO6P","680.52358","620.5019","531.4184","78.95906","168.0431"
